Field1,DEM,ppt_inches,tmax_c,tmean_c,tmin_c,soil
3727,183.023,NA,NA,NA,NA,NA
3728,183.2,NA,NA,NA,NA,NA
3729,311.347,806.64,9.4242,4.12458,-1.175,"Amnicon-Fluvaquents, frequently flooded, complex, 0 to 18 percent slopes"
3730,437.588,844.38,9.6517,3.91458,-1.8225,"Shagawa-Beargrease complex, 2 to 15 percent slopes, extremely bouldery"
3731,496.935,824.63,9.5233,3.68625,-2.15083,Water
3732,515.453,735.95,9.4392,3.06042,-3.31833,"Toimi stony loam, 3 to 8 percent slopes, very stony"
3733,480.611,725.14,9.4467,3.03,-3.38667,No Digital Data Available
3734,530.215,732.08,9.3042,3.14292,-3.01833,No Digital Data Available
3735,514.617,733.82,9.3325,3.105,-3.1225,No Digital Data Available
3736,527.453,735.4,9.315,3.22583,-2.86333,No Digital Data Available
3737,499.999,735.02,9.3783,3.23375,-2.91083,No Digital Data Available
3738,466.616,736.17,9.3883,3.20625,-2.97583,No Digital Data Available
3739,432.525,743.05,9.4433,3.18917,-3.065,No Digital Data Available
3740,432.432,743.6,9.5617,3.2675,-3.02667,No Digital Data Available
3741,441.334,747.31,9.6267,3.37125,-2.88417,"Babbitt, bouldery-Wahlsten, bouldery-Aquepts, rubbly, complex, 0 to 8 percent slopes"
3742,450.702,746.56,9.6042,3.34083,-2.9225,No Digital Data Available
3743,448.983,731.65,9.5767,3.305,-2.96667,No Digital Data Available
3744,466.342,717.68,9.5725,3.30708,-2.95833,No Digital Data Available
3745,383.955,712.47,9.585,3.23833,-3.10833,No Digital Data Available
3746,361.207,NA,NA,NA,NA,NA
3747,260.817,NA,NA,NA,NA,NA
3748,298.517,874.19,14.215,8.81958,3.42417,"Fayette silt loam, uplands, 6 to 10 percent slopes, moderately eroded"
3749,305.16,885.38,13.5367,8.21,2.88333,"Tama silt loam, 6 to 10 percent slopes, moderately eroded"
3750,213.756,886.68,13.7283,8.31833,2.90833,"Lacrescent-Dunbarton complex, very stony, 30 to 60 percent slopes"
3751,224.498,884.78,13.5208,8.0975,2.67417,Arenzville silt loam
3752,325.655,879.68,13.52,8.095,2.67,"Pepin silt loam, 20 to 30 percent slopes, moderately eroded"
3753,364.678,883.69,13.2983,7.965,2.63167,"Seaton silt loam, 2 to 6 percent slopes, moderately eroded"
3754,359.827,860.17,13.6792,8.29542,2.91167,"Pepin silt loam, 12 to 20 percent slopes, moderately eroded"
3755,188.765,NA,NA,NA,NA,NA
3756,188.278,867.46,14.0575,8.66167,3.26583,Water
3757,289.64,888.27,13.3208,8.0175,2.71417,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3758,335.071,889.1,12.7708,7.60042,2.43,"Pepin silt loam, 20 to 30 percent slopes, moderately eroded"
3759,303.864,880.38,13.1425,7.92333,2.70417,"NewGlarus silt loam, 20 to 30 percent slopes, moderately eroded"
3760,341.096,880.49,12.7783,7.61792,2.4575,"Seaton silt loam, 12 to 20 percent slopes, moderately eroded"
3761,344.168,879.51,12.9475,7.72583,2.50417,"NewGlarus silt loam, 20 to 30 percent slopes, moderately eroded"
3762,227.285,879.41,13.0917,7.86917,2.64667,"Barremills silt loam, 1 to 6 percent slopes"
3763,309.779,886.16,13.0667,7.81083,2.555,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3764,369.931,881.63,12.9483,7.73292,2.5175,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3765,255.837,881.83,13,7.74625,2.4925,"Timula silt loam, 12 to 20 percent slopes, severely eroded"
3766,231.342,867.78,13.4183,7.79833,2.17833,"Gosil loamy sand, 1 to 6 percent slopes"
3767,246.523,867.23,13.0717,7.3725,1.67333,"Hixton silt loam, 20 to 30 percent slopes, moderately eroded"
3768,300.64,864.56,13.1333,7.10208,1.07083,"Norden silt loam, 20 to 30 percent slopes, moderately eroded"
3769,293.855,863.63,12.7633,6.69542,0.6275,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded"
3770,303.176,861.79,12.8642,6.78,0.69583,"Elevasil sandy loam, 20 to 30 percent slopes, moderately eroded"
3771,257.398,860.97,12.8367,6.83292,0.82917,"Bilson sandy loam, 1 to 6 percent slopes"
3772,286.285,859.6,12.6583,6.68458,0.71083,"Elevasil sandy loam, 20 to 30 percent slopes, moderately eroded"
3773,306.327,853.16,12.4583,6.54208,0.62583,"Bilson sandy loam, 1 to 6 percent slopes"
3774,325.966,844.55,12.28,6.4225,0.565,"Eleva sandy loam, 6 to 12 percent slopes, eroded"
3775,338.413,835.51,12.2875,6.46375,0.64,"Gale silt loam, 6 to 12 percent slopes, eroded"
3776,299.363,831.05,12.4783,6.68083,0.88333,"Seaton silt loam, 6 to 12 percent slopes, eroded"
3777,292.643,825.48,12.5983,6.83917,1.08,"Ludington and Humbird soils, 2 to 6 percent slopes"
3778,285.207,827.33,12.6542,6.88208,1.11,"Arland sandy loam, 2 to 6 percent slopes"
3779,273.714,825.11,12.7083,6.9375,1.16667,Water
3780,330.1,812.94,12.3417,6.5175,0.69333,"Elkmound loam, 12 to 20 percent slopes, eroded"
3781,313.039,804.43,12.3333,6.49667,0.66,"Mahtomedi loamy sand, 6 to 12 percent slopes"
3782,323.78,804.92,12.1808,6.2325,0.28417,"Amery sandy loam, 12 to 25 percent slopes"
3783,344.744,806.91,12.1517,6.16917,0.18667,"Amery sandy loam, 12 to 25 percent slopes"
3784,331.536,818.9,12.3417,6.27792,0.21417,"Seelyeville and Markey soils, 0 to 1 percent slopes"
3785,349.298,831.14,12.2492,6.09083,-0.0675,"Magnor-Freeon complex, 0 to 6 percent slopes, very stony"
3786,421.605,836.55,11.7533,5.52333,-0.70667,"Newood, very stony-Magnor, very stony-Cathro complex, 0 to 15 percent slopes"
3787,438.8,841.69,11.36,5.12458,-1.11083,"Newot sandy loam, 15 to 45 percent slopes, very stony"
3788,496.015,854.4,10.8483,4.60333,-1.64167,"Newood, very stony-Magnor, very stony-Cathro complex, 0 to 15 percent slopes"
3789,448.17,884.48,10.8808,4.65583,-1.56917,"Humaquepts-Fluvaquents complex, 0 to 4 percent slopes, very stony, frequently flooded"
3790,396.468,901.35,11.48,5.25625,-0.9675,"Pence sandy loam, 6 to 15 percent slopes"
3791,423.3,903.41,11.3608,5.10292,-1.155,"Newot sandy loam, 15 to 45 percent slopes, very stony"
3792,393.772,841.26,11.5375,5.23417,-1.06917,Water
3793,368.106,816.43,11.4725,5.19167,-1.08917,"Pence sandy loam, 0 to 6 percent slopes"
3794,374.876,804.98,11.5908,5.2125,-1.16583,"Lupton, Cathro, and Tawas soils, 0 to 1 percent slopes"
3795,392.754,812.33,11.5208,5.1625,-1.19583,"Stinnett silt loam, 0 to 4 percent slopes, very stony"
3796,412.36,817.93,11.4008,5.16167,-1.0775,"Frogcreek-Stinnett-Wozny complex, 0 to 15 percent slopes, very stony"
3797,365.805,817.19,11.4317,5.19292,-1.04583,"Keweenaw-Sayner-Vilas complex, 2 to 6 percent slopes, stony"
3798,365.77,808.51,11.3292,5.02708,-1.275,"Rubicon sand, 0 to 6 percent slopes"
3799,359.654,812.84,11.1975,4.96083,-1.27583,"Rubicon sand, 0 to 6 percent slopes"
3800,376.973,814.44,11.1858,4.97292,-1.24,"Rubicon sand, 15 to 30 percent slopes"
3801,321.368,809.56,11.0067,4.845,-1.31667,"Sultz sand, 15 to 45 percent slopes"
3802,326.995,799.97,10.5617,4.72292,-1.11583,"Tula fine sandy loam, 1 to 6 percent slopes, stony"
3803,247.155,769.81,9.9158,4.82958,-0.25667,"Bergland-Cuttre complex, 0 to 3 percent slopes"
3804,183.503,754.54,9.9933,5.01,0.02667,NA
3805,183.805,NA,NA,NA,NA,"Miskoaki-Udifluvents, frequently flooded complex, 1 to 45 percent slopes"
3806,406.802,818.56,9.5358,4.02792,-1.48,"Ahmeek-Normanna-Canosia complex, 0 to 18 percent slopes"
3807,441.975,815.21,9.5733,3.73,-2.11333,"Forbay, moderately deep-Augustanna, moderately deep-Rock outcrop complex, 3 to 18 percent slopes"
3808,520.024,789.7,9.4442,3.44083,-2.5625,"Greenwood soils, dense substratum, 0 to 1 percent slopes"
3809,511.297,749.8,9.365,3.05667,-3.25167,No Digital Data Available
3810,537.941,740.11,9.29,3.10458,-3.08083,No Digital Data Available
3811,551.861,742.23,9.2575,3.14458,-2.96833,No Digital Data Available
3812,519.621,738.63,9.3192,3.09167,-3.13583,No Digital Data Available
3813,518.388,738.83,9.3008,3.20875,-2.88333,No Digital Data Available
3814,483.545,737.43,9.3858,3.19958,-2.98667,No Digital Data Available
3815,435.442,737.26,9.4383,3.19542,-3.0475,No Digital Data Available
3816,448.431,732.95,9.4817,3.245,-2.99167,No Digital Data Available
3817,444.869,726.04,9.5933,3.35167,-2.89,No Digital Data Available
3818,425.719,731.52,9.6325,3.37625,-2.88,No Digital Data Available
3819,430.792,726.91,9.6167,3.38083,-2.855,No Digital Data Available
3820,412.242,719.78,9.6075,3.2325,-3.1425,No Digital Data Available
3821,395.931,710.6,9.5217,3.16917,-3.18333,No Digital Data Available
3822,185.146,888.6,13.9317,8.56583,3.2,Water
3823,216.271,888.57,13.7567,8.44417,3.13167,Arenzville silt loam
3824,308.725,890.33,13.3767,8.14708,2.9175,"Tama silt loam, 2 to 6 percent slopes, moderately eroded"
3825,316.375,896.45,13.3367,8.065,2.79333,"Fayette silt loam, uplands, 6 to 10 percent slopes, moderately eroded"
3826,303.915,883.24,13.4367,8.015,2.59333,"Dubuque silt loam, 15 to 20 percent slopes, moderately eroded"
3827,191.631,869.02,14.2242,8.55625,2.88833,"Algansee-Kalmarville complex, 0 to 3 percent slopes, frequently flooded"
3828,318.966,875.37,13.5575,8.05542,2.55333,"NewGlarus silt loam, 20 to 30 percent slopes, moderately eroded"
3829,355.111,883.35,13.0883,7.78667,2.485,"NewGlarus silt loam, 12 to 20 percent slopes, moderately eroded"
3830,326.534,881.34,13.0367,7.74542,2.45417,"Pepin silt loam, 12 to 20 percent slopes, moderately eroded"
3831,303.286,876.34,13.2283,7.85458,2.48083,"Pepin silt loam, 20 to 30 percent slopes, moderately eroded"
3832,321.788,879.27,12.8333,7.52208,2.21083,"Pepin silt loam, 12 to 20 percent slopes, moderately eroded"
3833,354.869,871.2,12.9617,7.59875,2.23583,"Seaton silt loam, 12 to 20 percent slopes, moderately eroded"
3834,370.039,875.29,12.775,7.51958,2.26417,"Mt. Carroll silt loam, 2 to 6 percent slopes, moderately eroded"
3835,357.102,875.86,12.5533,7.40917,2.265,"Seaton silt loam, 12 to 20 percent slopes, moderately eroded"
3836,317.857,875.48,12.9908,7.73667,2.4825,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3837,312.03,880.49,12.5517,7.43917,2.32667,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3838,239.521,877.9,13.4983,8.07583,2.65333,"Council fine sandy loam, 20 to 30 percent slopes, moderately eroded"
3839,220.919,872.84,13.595,7.9725,2.35,"Bilson sandy loam, 1 to 6 percent slopes"
3840,327.253,877.3,13.0042,7.60667,2.20917,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded"
3841,263.089,869.74,13.3008,7.61958,1.93833,"Gosil loamy sand, 6 to 12 percent slopes"
3842,303.447,868.87,13.1467,7.33083,1.515,"Council-Elevasil-Norden complex, 30 to 60 percent slopes"
3843,330.82,869.19,12.9708,6.98167,0.9925,"Council-Elevasil-Norden complex, 30 to 60 percent slopes"
3844,340.352,867.95,12.605,6.52458,0.44417,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded"
3845,287.131,863.6,12.9733,6.77917,0.585,"Norden-Seaton silt loams, 12 to 20 percent slopes, eroded"
3846,331.422,863.21,12.5575,6.51542,0.47333,"Council-Elevasil-Norden complex, 30 to 60 percent slopes"
3847,308.738,857.35,12.205,6.25833,0.31167,"Hixton silt loam, 12 to 20 percent slopes, moderately eroded"
3848,317.421,853.57,12.3517,6.46625,0.58083,"Bilson-Elevasil sandy loams, 6 to 12 percent slopes, eroded"
3849,317.124,846.6,12.1208,6.31625,0.51167,"Mt. Carroll silt loam, 2 to 6 percent slopes"
3850,300.275,836.51,12.3692,6.57958,0.79,"Seaton silt loam, 6 to 12 percent slopes, eroded"
3851,282.806,831,12.5175,6.73792,0.95833,"Menahga sand, 1 to 6 percent slopes"
3852,303.308,824.82,12.3483,6.55042,0.7525,Lows loam
3853,292.367,819,12.5283,6.75792,0.9875,"Merrillan sandy loam, 1 to 6 percent slopes"
3854,293.901,812.34,12.4083,6.65167,0.895,"Scott Lake sandy loam, 1 to 6 percent slopes"
3855,310.841,809.25,12.3975,6.615,0.8325,"Oesterle sandy loam, 0 to 2 percent slopes"
3856,310.628,795.53,12.355,6.49417,0.63333,"Lupton muck, 0 to 1 percent slopes"
3857,362.836,780.27,11.9567,5.99208,0.0275,"Amery sandy loam, 12 to 25 percent slopes"
3858,327.448,781.28,12.0058,6.03708,0.06833,"Amery sandy loam, 6 to 12 percent slopes"
3859,329.223,809.18,12.3167,6.2975,0.27833,"Graycalm-Menahga complex, 0 to 6 percent slopes"
3860,332.564,825,12.3467,6.22375,0.10083,"Chetek sandy loam, 1 to 6 percent slopes"
3861,345.764,829.85,12.1533,6.01958,-0.11417,"Sconsin silt loam, 1 to 6 percent slopes"
3862,421.169,832.29,11.905,5.72542,-0.45417,"Freeon silt loam, bedrock-controlled ground moraine, 6 to 15 percent slopes, very stony"
3863,419.831,848.46,11.17,4.94833,-1.27333,"Newood, very stony-Magnor, very stony-Cathro complex, 0 to 15 percent slopes"
3864,461.566,867,10.9983,4.75833,-1.48167,"Freeon silt loam, end moraine, 2 to 6 percent slopes, very stony"
3865,397.881,874.36,11.4117,5.1825,-1.04667,"Newot-Pence complex, 15 to 45 percent slopes, very stony"
3866,441.144,876.85,11.2808,5.06792,-1.145,"Magnor silt loam, end moraine, 0 to 4 percent slopes, very stony"
3867,404.142,845.76,11.4558,5.19083,-1.07417,"Vilas-Lindquist complex, 0 to 6 percent slopes"
3868,417.42,818.95,11.3058,5.10792,-1.09,"Karlin sandy loam, 0 to 6 percent slopes"
3869,414.31,816.36,11.3092,5.00417,-1.30083,"Pence sandy loam, 15 to 30 percent slopes"
3870,424.461,820.18,11.4258,5.10875,-1.20833,"Keweenaw-Pence complex, 15 to 45 percent slopes, stony"
3871,422.553,829.19,11.3167,5.09292,-1.13083,"Beaverbay-Stinnett-Wozny complex, 0 to 15 percent slopes, very stony"
3872,424.918,835.46,11.3058,5.15125,-1.00333,"Loxley, Beseman, and Dawson soils, 0 to 1 percent slopes"
3873,370.384,838.96,11.315,5.125,-1.065,"Rubicon-Sayner complex, 15 to 30 percent slopes"
3874,384.189,832.53,11.2275,5.06,-1.1075,"Vilas loamy sand, 0 to 6 percent slopes"
3875,380.624,816.7,11.125,4.95417,-1.21667,"Vilas loamy sand, 6 to 15 percent slopes"
3876,350.803,809.9,11.0608,4.87333,-1.31417,"Vilas loamy sand, 0 to 6 percent slopes"
3877,305.577,797.56,10.7817,4.78,-1.22167,"Amnicon-Cuttre complex, 0 to 4 percent slopes"
3878,252.095,774.63,10.1825,4.84333,-0.49583,"Amnicon-Cuttre complex, 0 to 4 percent slopes"
3879,183.513,NA,NA,NA,NA,NA
3880,183.246,NA,NA,NA,NA,NA
3881,286.976,774.37,9.5567,4.30125,-0.95417,"Udorthents, sanitary landfill, 0 to 8 percent slopes"
3882,392.709,806.13,9.5567,3.91625,-1.72417,"Hegberg-Eldes complex, 0 to 3 percent slopes"
3883,461.51,805.7,9.4833,3.5675,-2.34833,"Normanna-Canosia-Hermantown complex, 0 to 8 percent slopes"
3884,543.647,782.83,9.3442,3.285,-2.77417,No Digital Data Available
3885,573.389,764.76,9.2292,3.17083,-2.8875,No Digital Data Available
3886,568.24,757.13,9.1967,3.12042,-2.95583,No Digital Data Available
3887,544.095,747.77,9.2475,3.11583,-3.01583,No Digital Data Available
3888,517.173,743.08,9.3042,3.16083,-2.9825,No Digital Data Available
3889,502.64,738.48,9.3408,3.1975,-2.94583,No Digital Data Available
3890,507.211,732.66,9.3317,3.2675,-2.79667,No Digital Data Available
3891,447.742,729.36,9.4717,3.22833,-3.015,No Digital Data Available
3892,437.137,721.24,9.525,3.32042,-2.88417,No Digital Data Available
3893,413.213,720.73,9.58,3.41458,-2.75083,No Digital Data Available
3894,433.32,721.59,9.6317,3.3975,-2.83667,No Digital Data Available
3895,407.749,719.79,9.645,3.24417,-3.15667,NA
3896,382.657,NA,NA,NA,NA,NA
3897,267.52,891.99,14.0417,8.65,3.25833,"Seaton silt loam, 10 to 15 percent slopes, moderately eroded"
3898,222.912,882.23,13.8767,8.535,3.19333,"Fayette silt loam, uplands, 10 to 15 percent slopes, moderately eroded"
3899,271.033,881.73,13.7283,8.39667,3.065,"Dubuque silt loam, 20 to 30 percent slopes, moderately eroded"
3900,281.169,889.28,13.4158,8.07208,2.72833,"Fayette silt loam, uplands, 2 to 6 percent slopes, moderately eroded"
3901,331.094,890.65,13.2933,7.97708,2.66083,"Dubuque silt loam, 20 to 30 percent slopes, moderately eroded"
3902,237.603,877.32,13.4992,8.04625,2.59333,"Hixton fine sandy loam, 20 to 30 percent slopes, moderately eroded"
3903,290.33,868.48,13.6992,8.12,2.54083,"Pepin silt loam, 20 to 30 percent slopes, moderately eroded"
3904,213.574,868.06,13.7,8.0175,2.335,"Richwood silt loam, 6 to 12 percent slopes, moderately eroded"
3905,321.499,871.81,13.3458,7.74833,2.15083,"Pepin silt loam, 12 to 20 percent slopes, moderately eroded"
3906,288.715,877.14,12.9033,7.50833,2.11333,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3907,316.343,873.83,12.8458,7.39958,1.95333,"Pepin silt loam, 12 to 20 percent slopes, moderately eroded"
3908,385.61,864.71,12.5025,7.1,1.6975,"Mt. Carroll silt loam, 6 to 12 percent slopes, moderately eroded"
3909,379.081,863.98,12.4058,7.045,1.68417,"Mt. Carroll silt loam, 2 to 6 percent slopes, moderately eroded"
3910,367.249,871.49,12.545,7.28167,2.01833,"Pepin silt loam, 12 to 20 percent slopes, moderately eroded"
3911,351.044,868.95,12.9308,7.60125,2.27167,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3912,371.794,877.72,12.42,7.3575,2.295,"Dorerton, very stony-Elbaville complex, 30 to 60 percent slopes"
3913,250.924,877.56,12.8525,7.48083,2.10917,"Seaton silt loam, 6 to 12 percent slopes, moderately eroded"
3914,241.884,870.68,13.44,7.66167,1.88333,"Merimod silt loam, 0 to 3 percent slopes"
3915,406.911,878.43,12.8983,7.47708,2.05583,"Lamoille silt loam, 12 to 20 percent slopes, moderately eroded"
3916,254.372,872.95,13.2775,7.45583,1.63417,"Tarr sand, 1 to 6 percent slopes"
3917,254.168,867.72,13.5408,7.5725,1.60417,"Seaton silt loam, 6 to 12 percent slopes, moderately eroded"
3918,283.32,871.47,12.9075,6.79625,0.685,"Council and Seaton soils, 12 to 20 percent slopes, moderately eroded"
3919,294.884,869.27,12.8083,6.6325,0.45667,"Gosil loamy sand, 1 to 6 percent slopes"
3920,287.28,867.92,12.7958,6.61292,0.43,"Adder muck, 0 to 1 percent slopes, frequently flooded"
3921,334.688,864.23,12.5975,6.49792,0.39833,"Boone-Elevasil complex, 15 to 50 percent slopes"
3922,321.304,857.05,12.2867,6.35208,0.4175,"Seaton silt loam, 6 to 12 percent slopes, moderately eroded"
3923,370.534,854.23,12.18,6.31167,0.44333,"Council-Bilson fine sandy loams, 6 to 12 percent slopes, moderately eroded"
3924,314.12,848.66,12.0925,6.28417,0.47583,"Gotham loamy sand, sandstone substratum, 2 to 6 percent slopes"
3925,292.533,838.65,12.3533,6.56083,0.76833,Vesper loam
3926,286.985,827.04,12.37,6.55958,0.74917,"Menahga sand, 1 to 6 percent slopes"
3927,312.811,823.25,12.185,6.36333,0.54167,"Plainfield loamy sand, loamy substratum, 1 to 6 percent slopes"
3928,315.931,815.43,12.195,6.40667,0.61833,"Scott Lake loam, 0 to 3 percent slopes"
3929,317.719,809.52,12.1233,6.36583,0.60833,"Magnor silt loam, 1 to 6 percent slopes"
3930,347.215,797.92,12.0175,6.155,0.2925,"Spencer silt loam, 2 to 6 percent slopes"
3931,345.299,785.75,12.0425,6.165,0.2875,"Amery sandy loam, 12 to 25 percent slopes"
3932,332.155,760,12.2217,6.32375,0.42583,"Santiago silt loam, 12 to 20 percent slopes, eroded"
3933,329.635,774.1,12.1683,6.21917,0.27,"Amery sandy loam, 2 to 6 percent slopes"
3934,342.777,796.14,12.0925,6.08708,0.08167,"Seelyeville and Markey soils, 0 to 1 percent slopes"
3935,338.722,833.27,12.1017,6.08083,0.06,"Newood sandy loam, 2 to 6 percent slopes, very stony"
3936,344.715,835.36,12.0983,5.97875,-0.14083,"Magnor, very stony-Magnor complex, ground moraine, 0 to 3 percent slopes"
3937,354.4,830.79,11.9733,5.82417,-0.325,"Tipler sandy loam, 0 to 3 percent slopes"
3938,356.139,831.12,11.9067,5.74,-0.42667,"Antigo silt loam, 1 to 6 percent slopes"
3939,365.307,837.82,11.7433,5.57292,-0.5975,"Freeon, very stony-freeon complex, ground moraine, 6 to 12 percent slopes"
3940,393.074,852.6,11.4408,5.23208,-0.97667,"Magnor silt loam, end moraine, 0 to 4 percent slopes, very stony"
3941,452.834,853.17,10.9433,4.75333,-1.43667,"Newood sandy loam, 2 to 6 percent slopes, very stony"
3942,400.805,839.75,11.295,5.08708,-1.12083,"Vilas-Lindquist complex, 0 to 6 percent slopes"
3943,411.507,829.63,11.0725,4.88417,-1.30417,"Sayner loamy sand, 15 to 45 percent slopes"
3944,417.745,826.62,10.9633,4.82333,-1.31667,"Pence sandy loam, 0 to 6 percent slopes"
3945,462.659,830.26,11.0017,4.88,-1.24167,"Padus-Pence-Keweenaw complex, 6 to 15 percent slopes, stony"
3946,410.937,841.27,11.2525,5.06458,-1.12333,"Sayner-Pence-Vilas complex, 6 to 15 percent slopes"
3947,437.863,870.75,11.2642,5.19167,-0.88083,"Padus-Pence-Keweenaw complex, 15 to 30 percent slopes, stony"
3948,386.542,866.11,11.3175,5.185,-0.9475,"Karlin sandy loam, 6 to 15 percent slopes"
3949,402.419,847.32,11.2633,5.16875,-0.92583,"Gogebic, very stony-Pence, very stony-Cathro complex, 0 to 18 percent slopes"
3950,330.705,819.71,11.1358,4.94958,-1.23667,Water
3951,365.989,809.78,10.96,4.855,-1.25,"Keweenaw, stony-Rubicon complex, 15 to 30 percent slopes"
3952,301.849,798.05,10.96,4.85708,-1.24583,"Wakefield fine sandy loam, 6 to 18 percent slopes, stony"
3953,300.336,785.05,10.255,4.6925,-0.87,"Portwing-Herbster complex, 0 to 6 percent slopes"
3954,201.733,755.86,10.21,5.12625,0.0425,"Sanborg-Badriver complex, 0 to 6 percent slopes"
